#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:25454|GRID:247488	entrez gene/locuslink:18188|GRID:201850	entrez gene/locuslink:Gfra1	entrez gene/locuslink:Nrtn	-	entrez gene/locuslink:NTN(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Klein RD (1997)"	pubmed:9192898	taxid:10116	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:301768	-
entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Chevray PM (1992)"	pubmed:1631061	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:301858	-
entrez gene/locuslink:14281|GRID:199726	entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:Fos	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:cFos(gene name synonym)|entrez gene/locuslink:c-fos(gene name synonym)|entrez gene/locuslink:D12Rfj1(gene name synonym)	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Chevray PM (1992)"	pubmed:1631061	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:301859	-
entrez gene/locuslink:18507|GRID:202032	entrez gene/locuslink:3838|GRID:110036	entrez gene/locuslink:Pax5|entrez gene/locuslink:RP23-397E2.1	entrez gene/locuslink:KPNA2	entrez gene/locuslink:Pax-5(gene name synonym)|entrez gene/locuslink:BSAP(gene name synonym)|entrez gene/locuslink:KLP(gene name synonym)|entrez gene/locuslink:EBB-1(gene name synonym)	entrez gene/locuslink:SRP1alpha(gene name synonym)|entrez gene/locuslink:QIP2(gene name synonym)|entrez gene/locuslink:RCH1(gene name synonym)|entrez gene/locuslink:IPOA1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Kovac CR (2000)"	pubmed:10748034	taxid:10090	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:301955	-
entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:15242|GRID:200297	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:Hhex	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	entrez gene/locuslink:Hex(gene name synonym)|entrez gene/locuslink:Prh(gene name synonym)|entrez gene/locuslink:Hhex-rs2(gene name synonym)|entrez gene/locuslink:Prhx(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Schaefer LK (2001)"	pubmed:11551904	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302087	-
entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:15426|GRID:200389	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:Hoxc8	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	entrez gene/locuslink:Hox-3.1(gene name synonym)|entrez gene/locuslink:D130011F21Rik(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Schaefer LK (2001)"	pubmed:11551904	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302088	-
entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:15405|GRID:200373	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:Hoxa9	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	entrez gene/locuslink:Hox-1.7(gene name synonym)|entrez gene/locuslink:D6a9(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Schaefer LK (2001)"	pubmed:11551904	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302089	-
entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:13798|GRID:199444	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:En1	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	entrez gene/locuslink:En-1(gene name synonym)|entrez gene/locuslink:Mo-en.1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Schaefer LK (2001)"	pubmed:11551904	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302090	-
entrez gene/locuslink:15242|GRID:200297	entrez gene/locuslink:14281|GRID:199726	entrez gene/locuslink:Hhex	entrez gene/locuslink:Fos	entrez gene/locuslink:Hex(gene name synonym)|entrez gene/locuslink:Prh(gene name synonym)|entrez gene/locuslink:Hhex-rs2(gene name synonym)|entrez gene/locuslink:Prhx(gene name synonym)	entrez gene/locuslink:cFos(gene name synonym)|entrez gene/locuslink:c-fos(gene name synonym)|entrez gene/locuslink:D12Rfj1(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Schaefer LK (2001)"	pubmed:11551904	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302091	-
entrez gene/locuslink:15242|GRID:200297	entrez gene/locuslink:16476|GRID:200871	entrez gene/locuslink:Hhex	entrez gene/locuslink:Jun|entrez gene/locuslink:RP23-135A21.5	entrez gene/locuslink:Hex(gene name synonym)|entrez gene/locuslink:Prh(gene name synonym)|entrez gene/locuslink:Hhex-rs2(gene name synonym)|entrez gene/locuslink:Prhx(gene name synonym)	entrez gene/locuslink:Junc(gene name synonym)|entrez gene/locuslink:AP-1(gene name synonym)|entrez gene/locuslink:c-jun(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Schaefer LK (2001)"	pubmed:11551904	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302092	-
entrez gene/locuslink:15982|GRID:200544	entrez gene/locuslink:20467|GRID:203257	entrez gene/locuslink:Ifrd1	entrez gene/locuslink:Sin3b	entrez gene/locuslink:Ifnl(gene name synonym)|entrez gene/locuslink:Tis7(gene name synonym)|entrez gene/locuslink:PC4(gene name synonym)	entrez gene/locuslink:2810430C10Rik(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Vietor I (2002)"	pubmed:12198164	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302121	-
entrez gene/locuslink:20467|GRID:203257	entrez gene/locuslink:3475|GRID:109697	entrez gene/locuslink:Sin3b	entrez gene/locuslink:IFRD1	entrez gene/locuslink:2810430C10Rik(gene name synonym)	entrez gene/locuslink:TIS7(gene name synonym)|entrez gene/locuslink:PC4(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Vietor I (2002)"	pubmed:12198164	taxid:10090	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302122	-
entrez gene/locuslink:15982|GRID:200544	entrez gene/locuslink:20467|GRID:203257	entrez gene/locuslink:Ifrd1	entrez gene/locuslink:Sin3b	entrez gene/locuslink:Ifnl(gene name synonym)|entrez gene/locuslink:Tis7(gene name synonym)|entrez gene/locuslink:PC4(gene name synonym)	entrez gene/locuslink:2810430C10Rik(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Vietor I (2002)"	pubmed:12198164	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302123	-
entrez gene/locuslink:15982|GRID:200544	entrez gene/locuslink:433759|GRID:241423	entrez gene/locuslink:Ifrd1	entrez gene/locuslink:Hdac1|entrez gene/locuslink:RP23-209C6.7	entrez gene/locuslink:Ifnl(gene name synonym)|entrez gene/locuslink:Tis7(gene name synonym)|entrez gene/locuslink:PC4(gene name synonym)	entrez gene/locuslink:HD1(gene name synonym)|entrez gene/locuslink:Hdac1-ps(gene name synonym)|entrez gene/locuslink:RPD3(gene name synonym)|entrez gene/locuslink:MGC118085(gene name synonym)|entrez gene/locuslink:MGC102534(gene name synonym)|entrez gene/locuslink:MommeD5(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Vietor I (2002)"	pubmed:12198164	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302128	-
entrez gene/locuslink:15982|GRID:200544	entrez gene/locuslink:60406|GRID:208559	entrez gene/locuslink:Ifrd1	entrez gene/locuslink:Sap30	entrez gene/locuslink:Ifnl(gene name synonym)|entrez gene/locuslink:Tis7(gene name synonym)|entrez gene/locuslink:PC4(gene name synonym)	entrez gene/locuslink:30kDa(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Vietor I (2002)"	pubmed:12198164	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302129	-
entrez gene/locuslink:105844|GRID:222934	entrez gene/locuslink:12042|GRID:198317	entrez gene/locuslink:Card10	entrez gene/locuslink:Bcl10	entrez gene/locuslink:AI449026(gene name synonym)|entrez gene/locuslink:Bimp1(gene name synonym)|entrez gene/locuslink:CARMA3(gene name synonym)	entrez gene/locuslink:ME10(gene name synonym)|entrez gene/locuslink:CIPER(gene name synonym)|entrez gene/locuslink:CARMEN(gene name synonym)|entrez gene/locuslink:cE10(gene name synonym)|entrez gene/locuslink:C81403(gene name synonym)|entrez gene/locuslink:BCL-10(gene name synonym)|entrez gene/locuslink:AI132454(gene name synonym)|entrez gene/locuslink:CLAP(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"McAllister-Lucas LM (2001)"	pubmed:11387339	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302140	-
entrez gene/locuslink:12042|GRID:198317	entrez gene/locuslink:105844|GRID:222934	entrez gene/locuslink:Bcl10	entrez gene/locuslink:Card10	entrez gene/locuslink:ME10(gene name synonym)|entrez gene/locuslink:CIPER(gene name synonym)|entrez gene/locuslink:CARMEN(gene name synonym)|entrez gene/locuslink:cE10(gene name synonym)|entrez gene/locuslink:C81403(gene name synonym)|entrez gene/locuslink:BCL-10(gene name synonym)|entrez gene/locuslink:AI132454(gene name synonym)|entrez gene/locuslink:CLAP(gene name synonym)	entrez gene/locuslink:AI449026(gene name synonym)|entrez gene/locuslink:Bimp1(gene name synonym)|entrez gene/locuslink:CARMA3(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"McAllister-Lucas LM (2001)"	pubmed:11387339	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302141	-
entrez gene/locuslink:105844|GRID:222934	entrez gene/locuslink:240354|GRID:232195	entrez gene/locuslink:Card10	entrez gene/locuslink:Malt1	entrez gene/locuslink:AI449026(gene name synonym)|entrez gene/locuslink:Bimp1(gene name synonym)|entrez gene/locuslink:CARMA3(gene name synonym)	entrez gene/locuslink:D430033E09Rik(gene name synonym)|entrez gene/locuslink:MGC124469(gene name synonym)|entrez gene/locuslink:MGC124470(gene name synonym)|entrez gene/locuslink:A630046N12(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"McAllister-Lucas LM (2001)"	pubmed:11387339	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302153	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:233876|GRID:231462	entrez gene/locuslink:Hira	entrez gene/locuslink:Hirip3	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:B130036O03(gene name synonym)|entrez gene/locuslink:C86302(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302256	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:18505|GRID:202030	entrez gene/locuslink:Hira	entrez gene/locuslink:Pax3	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:Sp(gene name synonym)|entrez gene/locuslink:Pax-3(gene name synonym)|entrez gene/locuslink:splotch(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302257	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:18509|GRID:202034	entrez gene/locuslink:Hira	entrez gene/locuslink:Pax7|entrez gene/locuslink:RP23-334I5.3	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:Pax-7(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302258	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:15081|GRID:200199	entrez gene/locuslink:Hira	entrez gene/locuslink:H3f3b	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:H3f3a(gene name synonym)|entrez gene/locuslink:9430068D06Rik(gene name synonym)|entrez gene/locuslink:H3.3B(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302259	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:18505|GRID:202030	entrez gene/locuslink:Hira	entrez gene/locuslink:Pax3	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:Sp(gene name synonym)|entrez gene/locuslink:Pax-3(gene name synonym)|entrez gene/locuslink:splotch(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302260	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:18509|GRID:202034	entrez gene/locuslink:Hira	entrez gene/locuslink:Pax7|entrez gene/locuslink:RP23-334I5.3	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:Pax-7(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302261	-
entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:15081|GRID:200199	entrez gene/locuslink:Hira	entrez gene/locuslink:H3f3b	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	entrez gene/locuslink:H3f3a(gene name synonym)|entrez gene/locuslink:9430068D06Rik(gene name synonym)|entrez gene/locuslink:H3.3B(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302262	-
entrez gene/locuslink:18505|GRID:202030	entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:Pax3	entrez gene/locuslink:Hira	entrez gene/locuslink:Sp(gene name synonym)|entrez gene/locuslink:Pax-3(gene name synonym)|entrez gene/locuslink:splotch(gene name synonym)	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302263	-
entrez gene/locuslink:18505|GRID:202030	entrez gene/locuslink:15260|GRID:200309	entrez gene/locuslink:Pax3	entrez gene/locuslink:Hira	entrez gene/locuslink:Sp(gene name synonym)|entrez gene/locuslink:Pax-3(gene name synonym)|entrez gene/locuslink:splotch(gene name synonym)	entrez gene/locuslink:Tuple1(gene name synonym)|entrez gene/locuslink:AA138857(gene name synonym)|entrez gene/locuslink:N28177(gene name synonym)|entrez gene/locuslink:D16Ertd95e(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Magnaghi P (1998)"	pubmed:9731536	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302264	-
entrez gene/locuslink:6531|GRID:112422	entrez gene/locuslink:21804|GRID:204158	entrez gene/locuslink:SLC6A3	entrez gene/locuslink:Tgfb1i1	entrez gene/locuslink:DAT1(gene name synonym)|entrez gene/locuslink:DAT(gene name synonym)	entrez gene/locuslink:ARA55(gene name synonym)|entrez gene/locuslink:hic-5(gene name synonym)|entrez gene/locuslink:Hic5(gene name synonym)|entrez gene/locuslink:TSC-5(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Carneiro AM (2002)"	pubmed:12177201	taxid:9606	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302313	-
entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:8832|GRID:114359	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:CD84	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	entrez gene/locuslink:mCD84(gene name synonym)|entrez gene/locuslink:SLAMF5(gene name synonym)|entrez gene/locuslink:LY9B(gene name synonym)|entrez gene/locuslink:DKFZp781E2378(gene name synonym)|entrez gene/locuslink:hCD84(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Morra M (2001)"	pubmed:11689425	taxid:10090	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302322	-
entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:6504|GRID:112395	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:SLAMF1|entrez gene/locuslink:RP11-528G1.4	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	entrez gene/locuslink:CDw150(gene name synonym)|entrez gene/locuslink:CD150(gene name synonym)|entrez gene/locuslink:SLAM(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Morra M (2001)"	pubmed:11689425	taxid:10090	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302323	-
entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:4063|GRID:110241	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:LY9|entrez gene/locuslink:RP11-312J18.1	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	entrez gene/locuslink:SLAMF3(gene name synonym)|entrez gene/locuslink:mLY9(gene name synonym)|entrez gene/locuslink:CD229(gene name synonym)|entrez gene/locuslink:hly9(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Morra M (2001)"	pubmed:11689425	taxid:10090	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302324	-
entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:18106|GRID:201792	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:Cd244	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	entrez gene/locuslink:Nmrk(gene name synonym)|entrez gene/locuslink:NKR2B4(gene name synonym)|entrez gene/locuslink:2B4(gene name synonym)|entrez gene/locuslink:F730046O15Rik(gene name synonym)|entrez gene/locuslink:NAIL(gene name synonym)|entrez gene/locuslink:C9.1(gene name synonym)|entrez gene/locuslink:SLAMF4(gene name synonym)|entrez gene/locuslink:Ly90(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Morra M (2001)"	pubmed:11689425	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:302325	-
entrez gene/locuslink:18106|GRID:201792	entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:Cd244	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:Nmrk(gene name synonym)|entrez gene/locuslink:NKR2B4(gene name synonym)|entrez gene/locuslink:2B4(gene name synonym)|entrez gene/locuslink:F730046O15Rik(gene name synonym)|entrez gene/locuslink:NAIL(gene name synonym)|entrez gene/locuslink:C9.1(gene name synonym)|entrez gene/locuslink:SLAMF4(gene name synonym)|entrez gene/locuslink:Ly90(gene name synonym)	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Morra M (2001)"	pubmed:11689425	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302326	-
entrez gene/locuslink:18106|GRID:201792	entrez gene/locuslink:5781|GRID:111745	entrez gene/locuslink:Cd244	entrez gene/locuslink:PTPN11	entrez gene/locuslink:Nmrk(gene name synonym)|entrez gene/locuslink:NKR2B4(gene name synonym)|entrez gene/locuslink:2B4(gene name synonym)|entrez gene/locuslink:F730046O15Rik(gene name synonym)|entrez gene/locuslink:NAIL(gene name synonym)|entrez gene/locuslink:C9.1(gene name synonym)|entrez gene/locuslink:SLAMF4(gene name synonym)|entrez gene/locuslink:Ly90(gene name synonym)	entrez gene/locuslink:PTP-1D(gene name synonym)|entrez gene/locuslink:CFC(gene name synonym)|entrez gene/locuslink:SHP2(gene name synonym)|entrez gene/locuslink:PTP2C(gene name synonym)|entrez gene/locuslink:NS1(gene name synonym)|entrez gene/locuslink:MGC14433(gene name synonym)|entrez gene/locuslink:SH-PTP2(gene name synonym)|entrez gene/locuslink:SH-PTP3(gene name synonym)|entrez gene/locuslink:BPTP3(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Morra M (2001)"	pubmed:11689425	taxid:10090	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302327	-
entrez gene/locuslink:4063|GRID:110241	entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:LY9|entrez gene/locuslink:RP11-312J18.1	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:SLAMF3(gene name synonym)|entrez gene/locuslink:mLY9(gene name synonym)|entrez gene/locuslink:CD229(gene name synonym)|entrez gene/locuslink:hly9(gene name synonym)	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Morra M (2001)"	pubmed:11689425	taxid:9606	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302331	-
entrez gene/locuslink:6504|GRID:112395	entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:SLAMF1|entrez gene/locuslink:RP11-528G1.4	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:CDw150(gene name synonym)|entrez gene/locuslink:CD150(gene name synonym)|entrez gene/locuslink:SLAM(gene name synonym)	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Morra M (2001)"	pubmed:11689425	taxid:9606	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302332	-
entrez gene/locuslink:8832|GRID:114359	entrez gene/locuslink:26904|GRID:205053	entrez gene/locuslink:CD84	entrez gene/locuslink:Sh2d1b1	entrez gene/locuslink:mCD84(gene name synonym)|entrez gene/locuslink:SLAMF5(gene name synonym)|entrez gene/locuslink:LY9B(gene name synonym)|entrez gene/locuslink:DKFZp781E2378(gene name synonym)|entrez gene/locuslink:hCD84(gene name synonym)	entrez gene/locuslink:Eat2(gene name synonym)|entrez gene/locuslink:Sh2d1b(gene name synonym)|entrez gene/locuslink:EAT-2A(gene name synonym)|entrez gene/locuslink:Eat2a(gene name synonym)|entrez gene/locuslink:EAT-2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Morra M (2001)"	pubmed:11689425	taxid:9606	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:302333	-
