#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:268465|GRID:234502	entrez gene/locuslink:18140|GRID:201816	entrez gene/locuslink:Eme1|entrez gene/locuslink:RP23-290B5.3	entrez gene/locuslink:Uhrf1	entrez gene/locuslink:MGC106543(gene name synonym)|entrez gene/locuslink:6820428D13(gene name synonym)	entrez gene/locuslink:Np95(gene name synonym)|entrez gene/locuslink:AL022808(gene name synonym)|entrez gene/locuslink:RNF106(gene name synonym)|entrez gene/locuslink:ICBP90(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Mistry H (2008)"	pubmed:18692478	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327662	-
entrez gene/locuslink:80890|GRID:219833	entrez gene/locuslink:80890|GRID:219833	entrez gene/locuslink:Trim2	entrez gene/locuslink:Trim2	entrez gene/locuslink:narf(gene name synonym)|entrez gene/locuslink:KIAA0517(gene name synonym)|entrez gene/locuslink:mKIAA0517(gene name synonym)	entrez gene/locuslink:narf(gene name synonym)|entrez gene/locuslink:KIAA0517(gene name synonym)|entrez gene/locuslink:mKIAA0517(gene name synonym)	psi-mi:"MI:0415"(enzymatic study)	"Balastik M (2008)"	pubmed:18687884	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:327666	-
entrez gene/locuslink:18039|GRID:201757	entrez gene/locuslink:80890|GRID:219833	entrez gene/locuslink:Nefl	entrez gene/locuslink:Trim2	entrez gene/locuslink:CMT2E(gene name synonym)|entrez gene/locuslink:NF-L(gene name synonym)|entrez gene/locuslink:Nfl(gene name synonym)|entrez gene/locuslink:NF68(gene name synonym)|entrez gene/locuslink:AI847934(gene name synonym)	entrez gene/locuslink:narf(gene name synonym)|entrez gene/locuslink:KIAA0517(gene name synonym)|entrez gene/locuslink:mKIAA0517(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Balastik M (2008)"	pubmed:18687884	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:327667	-
entrez gene/locuslink:7316|GRID:113164	entrez gene/locuslink:13388|GRID:199232	entrez gene/locuslink:UBC	entrez gene/locuslink:Dll1	entrez gene/locuslink:HMG20(gene name synonym)	entrez gene/locuslink:Delta1(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Heuss SF (2008)"	pubmed:18676613	taxid:9606	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:327669	-
entrez gene/locuslink:20846|GRID:203521	entrez gene/locuslink:22190|GRID:204403	entrez gene/locuslink:Stat1	entrez gene/locuslink:Ubc	entrez gene/locuslink:AA408197(gene name synonym)|entrez gene/locuslink:2010005J02Rik(gene name synonym)	entrez gene/locuslink:Rps27a(gene name synonym)|entrez gene/locuslink:Ubb(gene name synonym)|entrez gene/locuslink:2700054O04Rik(gene name synonym)|entrez gene/locuslink:TI-225(gene name synonym)|entrez gene/locuslink:Uba52(gene name synonym)|entrez gene/locuslink:AI194771(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Guo H (2008)"	pubmed:18656624	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327695	-
entrez gene/locuslink:4851|GRID:110913	entrez gene/locuslink:16396|GRID:200813	entrez gene/locuslink:NOTCH1	entrez gene/locuslink:Itch|entrez gene/locuslink:RP23-87L24.1	entrez gene/locuslink:hN1(gene name synonym)|entrez gene/locuslink:TAN1(gene name synonym)	entrez gene/locuslink:AIP4(gene name synonym)|entrez gene/locuslink:KIAA4011(gene name synonym)|entrez gene/locuslink:C230047C07Rik(gene name synonym)|entrez gene/locuslink:6720481N21Rik(gene name synonym)|entrez gene/locuslink:A130065M08(gene name synonym)|entrez gene/locuslink:mKIAA4011(gene name synonym)|entrez gene/locuslink:8030492O04Rik(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Chastagner P (2008)"	pubmed:18628966	taxid:9606	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327960	-
entrez gene/locuslink:18148|GRID:201823	entrez gene/locuslink:50754|GRID:206088	entrez gene/locuslink:Npm1|entrez gene/locuslink:RP23-323L8.2	entrez gene/locuslink:Fbxw7	entrez gene/locuslink:B23(gene name synonym)|entrez gene/locuslink:MGC102162(gene name synonym)|entrez gene/locuslink:NO38(gene name synonym)|entrez gene/locuslink:MGC107291(gene name synonym)|entrez gene/locuslink:Npm(gene name synonym)	entrez gene/locuslink:SEL-10(gene name synonym)|entrez gene/locuslink:1110001A17Rik(gene name synonym)|entrez gene/locuslink:Fbw7(gene name synonym)|entrez gene/locuslink:Fbx30(gene name synonym)|entrez gene/locuslink:Fbwd6(gene name synonym)|entrez gene/locuslink:Cdc4(gene name synonym)|entrez gene/locuslink:Fbxo30(gene name synonym)|entrez gene/locuslink:AGO(gene name synonym)|entrez gene/locuslink:Fbxw6(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Bonetti P (2008)"	pubmed:18625840	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327964	-
entrez gene/locuslink:18148|GRID:201823	entrez gene/locuslink:50754|GRID:206088	entrez gene/locuslink:Npm1|entrez gene/locuslink:RP23-323L8.2	entrez gene/locuslink:Fbxw7	entrez gene/locuslink:B23(gene name synonym)|entrez gene/locuslink:MGC102162(gene name synonym)|entrez gene/locuslink:NO38(gene name synonym)|entrez gene/locuslink:MGC107291(gene name synonym)|entrez gene/locuslink:Npm(gene name synonym)	entrez gene/locuslink:SEL-10(gene name synonym)|entrez gene/locuslink:1110001A17Rik(gene name synonym)|entrez gene/locuslink:Fbw7(gene name synonym)|entrez gene/locuslink:Fbx30(gene name synonym)|entrez gene/locuslink:Fbwd6(gene name synonym)|entrez gene/locuslink:Cdc4(gene name synonym)|entrez gene/locuslink:Fbxo30(gene name synonym)|entrez gene/locuslink:AGO(gene name synonym)|entrez gene/locuslink:Fbxw6(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Bonetti P (2008)"	pubmed:18625840	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:327965	-
entrez gene/locuslink:21926|GRID:204240	entrez gene/locuslink:19766|GRID:202896	entrez gene/locuslink:Tnf	entrez gene/locuslink:Ripk1	entrez gene/locuslink:TNF-alpha(gene name synonym)|entrez gene/locuslink:Tnfsf1a(gene name synonym)|entrez gene/locuslink:TNFSF2(gene name synonym)|entrez gene/locuslink:Tnfa(gene name synonym)|entrez gene/locuslink:DIF(gene name synonym)|entrez gene/locuslink:TNFalpha(gene name synonym)|entrez gene/locuslink:MGC151434(gene name synonym)	entrez gene/locuslink:D330015H01Rik(gene name synonym)|entrez gene/locuslink:Rinp(gene name synonym)|entrez gene/locuslink:RIP(gene name synonym)|entrez gene/locuslink:Rip1(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Varfolomeev E (2008)"	pubmed:18621737	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327971	-
entrez gene/locuslink:21926|GRID:204240	entrez gene/locuslink:21937|GRID:204249	entrez gene/locuslink:Tnf	entrez gene/locuslink:Tnfrsf1a	entrez gene/locuslink:TNF-alpha(gene name synonym)|entrez gene/locuslink:Tnfsf1a(gene name synonym)|entrez gene/locuslink:TNFSF2(gene name synonym)|entrez gene/locuslink:Tnfa(gene name synonym)|entrez gene/locuslink:DIF(gene name synonym)|entrez gene/locuslink:TNFalpha(gene name synonym)|entrez gene/locuslink:MGC151434(gene name synonym)	entrez gene/locuslink:FPF(gene name synonym)|entrez gene/locuslink:Tnfr1(gene name synonym)|entrez gene/locuslink:TNF-R-I(gene name synonym)|entrez gene/locuslink:TNFR60(gene name synonym)|entrez gene/locuslink:p55(gene name synonym)|entrez gene/locuslink:CD120a(gene name synonym)|entrez gene/locuslink:Tnfr-2(gene name synonym)|entrez gene/locuslink:TNF-R55(gene name synonym)|entrez gene/locuslink:TNFalpha-R1(gene name synonym)|entrez gene/locuslink:TNFRI(gene name synonym)|entrez gene/locuslink:TNF-R1(gene name synonym)|entrez gene/locuslink:TNF-alphaR1(gene name synonym)|entrez gene/locuslink:TNFAR(gene name synonym)|entrez gene/locuslink:TNFRp55(gene name synonym)|entrez gene/locuslink:TNF-R(gene name synonym)|entrez gene/locuslink:p55-R(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Varfolomeev E (2008)"	pubmed:18621737	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327972	-
entrez gene/locuslink:19766|GRID:202896	entrez gene/locuslink:22190|GRID:204403	entrez gene/locuslink:Ripk1	entrez gene/locuslink:Ubc	entrez gene/locuslink:D330015H01Rik(gene name synonym)|entrez gene/locuslink:Rinp(gene name synonym)|entrez gene/locuslink:RIP(gene name synonym)|entrez gene/locuslink:Rip1(gene name synonym)	entrez gene/locuslink:Rps27a(gene name synonym)|entrez gene/locuslink:Ubb(gene name synonym)|entrez gene/locuslink:2700054O04Rik(gene name synonym)|entrez gene/locuslink:TI-225(gene name synonym)|entrez gene/locuslink:Uba52(gene name synonym)|entrez gene/locuslink:AI194771(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Varfolomeev E (2008)"	pubmed:18621737	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327973	-
entrez gene/locuslink:18034|GRID:201752	entrez gene/locuslink:22218|GRID:204420	entrez gene/locuslink:Nfkb2	entrez gene/locuslink:Sumo1	entrez gene/locuslink:NF-kappaB2(gene name synonym)|entrez gene/locuslink:p49/p100(gene name synonym)|entrez gene/locuslink:p49(gene name synonym)|entrez gene/locuslink:p50B(gene name synonym)|entrez gene/locuslink:lyt(gene name synonym)|entrez gene/locuslink:p52(gene name synonym)	entrez gene/locuslink:MGC103203(gene name synonym)|entrez gene/locuslink:PIC1(gene name synonym)|entrez gene/locuslink:Smt3C(gene name synonym)|entrez gene/locuslink:SMT3H3(gene name synonym)|entrez gene/locuslink:SMT3(gene name synonym)|entrez gene/locuslink:GMP1(gene name synonym)|entrez gene/locuslink:Ubl1(gene name synonym)|entrez gene/locuslink:SUMO-1(gene name synonym)|entrez gene/locuslink:SMTP3(gene name synonym)|entrez gene/locuslink:SENTRIN(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Vatsyayan J (2008)"	pubmed:18617892	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327975	-
entrez gene/locuslink:18211|GRID:201868	entrez gene/locuslink:20128|GRID:203018	entrez gene/locuslink:Ntrk1	entrez gene/locuslink:Trim30	entrez gene/locuslink:C80751(gene name synonym)|entrez gene/locuslink:TrkA(gene name synonym)|entrez gene/locuslink:Tkr(gene name synonym)|entrez gene/locuslink:trk(gene name synonym)	entrez gene/locuslink:Rpt1(gene name synonym)|entrez gene/locuslink:Rpt-1(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Geetha T (2008)"	pubmed:18598672	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327983	-
entrez gene/locuslink:18211|GRID:201868	entrez gene/locuslink:18412|GRID:201982	entrez gene/locuslink:Ntrk1	entrez gene/locuslink:Sqstm1|entrez gene/locuslink:RP23-319B15.3	entrez gene/locuslink:C80751(gene name synonym)|entrez gene/locuslink:TrkA(gene name synonym)|entrez gene/locuslink:Tkr(gene name synonym)|entrez gene/locuslink:trk(gene name synonym)	entrez gene/locuslink:p62(gene name synonym)|entrez gene/locuslink:STAP(gene name synonym)|entrez gene/locuslink:Osi(gene name synonym)|entrez gene/locuslink:OSF-6(gene name synonym)|entrez gene/locuslink:A170(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Geetha T (2008)"	pubmed:18598672	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327984	-
entrez gene/locuslink:18412|GRID:201982	entrez gene/locuslink:18211|GRID:201868	entrez gene/locuslink:Sqstm1|entrez gene/locuslink:RP23-319B15.3	entrez gene/locuslink:Ntrk1	entrez gene/locuslink:p62(gene name synonym)|entrez gene/locuslink:STAP(gene name synonym)|entrez gene/locuslink:Osi(gene name synonym)|entrez gene/locuslink:OSF-6(gene name synonym)|entrez gene/locuslink:A170(gene name synonym)	entrez gene/locuslink:C80751(gene name synonym)|entrez gene/locuslink:TrkA(gene name synonym)|entrez gene/locuslink:Tkr(gene name synonym)|entrez gene/locuslink:trk(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Geetha T (2008)"	pubmed:18598672	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327985	-
entrez gene/locuslink:18412|GRID:201982	entrez gene/locuslink:20128|GRID:203018	entrez gene/locuslink:Sqstm1|entrez gene/locuslink:RP23-319B15.3	entrez gene/locuslink:Trim30	entrez gene/locuslink:p62(gene name synonym)|entrez gene/locuslink:STAP(gene name synonym)|entrez gene/locuslink:Osi(gene name synonym)|entrez gene/locuslink:OSF-6(gene name synonym)|entrez gene/locuslink:A170(gene name synonym)	entrez gene/locuslink:Rpt1(gene name synonym)|entrez gene/locuslink:Rpt-1(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Geetha T (2008)"	pubmed:18598672	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:327986	-
entrez gene/locuslink:20128|GRID:203018	entrez gene/locuslink:18412|GRID:201982	entrez gene/locuslink:Trim30	entrez gene/locuslink:Sqstm1|entrez gene/locuslink:RP23-319B15.3	entrez gene/locuslink:Rpt1(gene name synonym)|entrez gene/locuslink:Rpt-1(gene name synonym)	entrez gene/locuslink:p62(gene name synonym)|entrez gene/locuslink:STAP(gene name synonym)|entrez gene/locuslink:Osi(gene name synonym)|entrez gene/locuslink:OSF-6(gene name synonym)|entrez gene/locuslink:A170(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Geetha T (2008)"	pubmed:18598672	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:327987	-
entrez gene/locuslink:259277|GRID:234416	entrez gene/locuslink:22190|GRID:204403	entrez gene/locuslink:Klk8	entrez gene/locuslink:Ubc	entrez gene/locuslink:Nrpn(gene name synonym)|entrez gene/locuslink:BSP1(gene name synonym)|entrez gene/locuslink:Prss19(gene name synonym)	entrez gene/locuslink:Rps27a(gene name synonym)|entrez gene/locuslink:Ubb(gene name synonym)|entrez gene/locuslink:2700054O04Rik(gene name synonym)|entrez gene/locuslink:TI-225(gene name synonym)|entrez gene/locuslink:Uba52(gene name synonym)|entrez gene/locuslink:AI194771(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Guo R (2008)"	pubmed:18567580	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328085	-
entrez gene/locuslink:22190|GRID:204403	entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:Ubc	entrez gene/locuslink:Mdm2	entrez gene/locuslink:Rps27a(gene name synonym)|entrez gene/locuslink:Ubb(gene name synonym)|entrez gene/locuslink:2700054O04Rik(gene name synonym)|entrez gene/locuslink:TI-225(gene name synonym)|entrez gene/locuslink:Uba52(gene name synonym)|entrez gene/locuslink:AI194771(gene name synonym)	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328088	-
entrez gene/locuslink:22190|GRID:204403	entrez gene/locuslink:22059|GRID:204323	entrez gene/locuslink:Ubc	entrez gene/locuslink:Trp53|entrez gene/locuslink:RP23-56I20.1	entrez gene/locuslink:Rps27a(gene name synonym)|entrez gene/locuslink:Ubb(gene name synonym)|entrez gene/locuslink:2700054O04Rik(gene name synonym)|entrez gene/locuslink:TI-225(gene name synonym)|entrez gene/locuslink:Uba52(gene name synonym)|entrez gene/locuslink:AI194771(gene name synonym)	entrez gene/locuslink:bbl(gene name synonym)|entrez gene/locuslink:bfy(gene name synonym)|entrez gene/locuslink:p53(gene name synonym)|entrez gene/locuslink:bhy(gene name synonym)|entrez gene/locuslink:p44(gene name synonym)|entrez gene/locuslink:Tp53(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328089	-
entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:56289|GRID:207877	entrez gene/locuslink:Mdm2	entrez gene/locuslink:Rassf1|entrez gene/locuslink:AL672219.1	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	entrez gene/locuslink:Rassf1A(gene name synonym)|entrez gene/locuslink:NORE2A(gene name synonym)|entrez gene/locuslink:AU044980(gene name synonym)|entrez gene/locuslink:REH3P21(gene name synonym)|entrez gene/locuslink:RDA32(gene name synonym)|entrez gene/locuslink:Rassf1C(gene name synonym)|entrez gene/locuslink:AA536941(gene name synonym)|entrez gene/locuslink:Rassf1B(gene name synonym)|entrez gene/locuslink:123F2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328090	-
entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:22059|GRID:204323	entrez gene/locuslink:Mdm2	entrez gene/locuslink:Trp53|entrez gene/locuslink:RP23-56I20.1	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	entrez gene/locuslink:bbl(gene name synonym)|entrez gene/locuslink:bfy(gene name synonym)|entrez gene/locuslink:p53(gene name synonym)|entrez gene/locuslink:bhy(gene name synonym)|entrez gene/locuslink:p44(gene name synonym)|entrez gene/locuslink:Tp53(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328091	-
entrez gene/locuslink:56289|GRID:207877	entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:Rassf1|entrez gene/locuslink:AL672219.1	entrez gene/locuslink:Mdm2	entrez gene/locuslink:Rassf1A(gene name synonym)|entrez gene/locuslink:NORE2A(gene name synonym)|entrez gene/locuslink:AU044980(gene name synonym)|entrez gene/locuslink:REH3P21(gene name synonym)|entrez gene/locuslink:RDA32(gene name synonym)|entrez gene/locuslink:Rassf1C(gene name synonym)|entrez gene/locuslink:AA536941(gene name synonym)|entrez gene/locuslink:Rassf1B(gene name synonym)|entrez gene/locuslink:123F2(gene name synonym)	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:328092	-
entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:Mdm2	entrez gene/locuslink:Mdm2	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	psi-mi:"MI:0415"(enzymatic study)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(GRID)	GRID:328093	-
entrez gene/locuslink:13163|GRID:199054	entrez gene/locuslink:56289|GRID:207877	entrez gene/locuslink:Daxx	entrez gene/locuslink:Rassf1|entrez gene/locuslink:AL672219.1	entrez gene/locuslink:MGC150289(gene name synonym)	entrez gene/locuslink:Rassf1A(gene name synonym)|entrez gene/locuslink:NORE2A(gene name synonym)|entrez gene/locuslink:AU044980(gene name synonym)|entrez gene/locuslink:REH3P21(gene name synonym)|entrez gene/locuslink:RDA32(gene name synonym)|entrez gene/locuslink:Rassf1C(gene name synonym)|entrez gene/locuslink:AA536941(gene name synonym)|entrez gene/locuslink:Rassf1B(gene name synonym)|entrez gene/locuslink:123F2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328095	-
entrez gene/locuslink:13163|GRID:199054	entrez gene/locuslink:17246|GRID:201372	entrez gene/locuslink:Daxx	entrez gene/locuslink:Mdm2	entrez gene/locuslink:MGC150289(gene name synonym)	entrez gene/locuslink:1700007J15Rik(gene name synonym)|entrez gene/locuslink:AA415488(gene name synonym)|entrez gene/locuslink:Mdm-2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328096	-
entrez gene/locuslink:13163|GRID:199054	entrez gene/locuslink:22059|GRID:204323	entrez gene/locuslink:Daxx	entrez gene/locuslink:Trp53|entrez gene/locuslink:RP23-56I20.1	entrez gene/locuslink:MGC150289(gene name synonym)	entrez gene/locuslink:bbl(gene name synonym)|entrez gene/locuslink:bfy(gene name synonym)|entrez gene/locuslink:p53(gene name synonym)|entrez gene/locuslink:bhy(gene name synonym)|entrez gene/locuslink:p44(gene name synonym)|entrez gene/locuslink:Tp53(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Song MS (2008)"	pubmed:18566590	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328097	-
entrez gene/locuslink:16179|GRID:200627	entrez gene/locuslink:22190|GRID:204403	entrez gene/locuslink:Irak1|entrez gene/locuslink:RP23-252M19.7	entrez gene/locuslink:Ubc	entrez gene/locuslink:Plpk(gene name synonym)|entrez gene/locuslink:Il1rak(gene name synonym)|entrez gene/locuslink:IRAK-1(gene name synonym)|entrez gene/locuslink:mPLK(gene name synonym)|entrez gene/locuslink:IRAK1-S(gene name synonym)|entrez gene/locuslink:IRAK(gene name synonym)|entrez gene/locuslink:AA408924(gene name synonym)	entrez gene/locuslink:Rps27a(gene name synonym)|entrez gene/locuslink:Ubb(gene name synonym)|entrez gene/locuslink:2700054O04Rik(gene name synonym)|entrez gene/locuslink:TI-225(gene name synonym)|entrez gene/locuslink:Uba52(gene name synonym)|entrez gene/locuslink:AI194771(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lockett A (2008)"	pubmed:18562480	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328322	-
entrez gene/locuslink:21898|GRID:204224	entrez gene/locuslink:16179|GRID:200627	entrez gene/locuslink:Tlr4	entrez gene/locuslink:Irak1|entrez gene/locuslink:RP23-252M19.7	entrez gene/locuslink:Lps(gene name synonym)|entrez gene/locuslink:Ran/M1(gene name synonym)|entrez gene/locuslink:Rasl2-8(gene name synonym)|entrez gene/locuslink:Ly87(gene name synonym)	entrez gene/locuslink:Plpk(gene name synonym)|entrez gene/locuslink:Il1rak(gene name synonym)|entrez gene/locuslink:IRAK-1(gene name synonym)|entrez gene/locuslink:mPLK(gene name synonym)|entrez gene/locuslink:IRAK1-S(gene name synonym)|entrez gene/locuslink:IRAK(gene name synonym)|entrez gene/locuslink:AA408924(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lockett A (2008)"	pubmed:18562480	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328323	-
entrez gene/locuslink:21937|GRID:204249	entrez gene/locuslink:16179|GRID:200627	entrez gene/locuslink:Tnfrsf1a	entrez gene/locuslink:Irak1|entrez gene/locuslink:RP23-252M19.7	entrez gene/locuslink:FPF(gene name synonym)|entrez gene/locuslink:Tnfr1(gene name synonym)|entrez gene/locuslink:TNF-R-I(gene name synonym)|entrez gene/locuslink:TNFR60(gene name synonym)|entrez gene/locuslink:p55(gene name synonym)|entrez gene/locuslink:CD120a(gene name synonym)|entrez gene/locuslink:Tnfr-2(gene name synonym)|entrez gene/locuslink:TNF-R55(gene name synonym)|entrez gene/locuslink:TNFalpha-R1(gene name synonym)|entrez gene/locuslink:TNFRI(gene name synonym)|entrez gene/locuslink:TNF-R1(gene name synonym)|entrez gene/locuslink:TNF-alphaR1(gene name synonym)|entrez gene/locuslink:TNFAR(gene name synonym)|entrez gene/locuslink:TNFRp55(gene name synonym)|entrez gene/locuslink:TNF-R(gene name synonym)|entrez gene/locuslink:p55-R(gene name synonym)	entrez gene/locuslink:Plpk(gene name synonym)|entrez gene/locuslink:Il1rak(gene name synonym)|entrez gene/locuslink:IRAK-1(gene name synonym)|entrez gene/locuslink:mPLK(gene name synonym)|entrez gene/locuslink:IRAK1-S(gene name synonym)|entrez gene/locuslink:IRAK(gene name synonym)|entrez gene/locuslink:AA408924(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lockett A (2008)"	pubmed:18562480	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328324	-
entrez gene/locuslink:16180|GRID:200628	entrez gene/locuslink:16179|GRID:200627	entrez gene/locuslink:Il1rap	entrez gene/locuslink:Irak1|entrez gene/locuslink:RP23-252M19.7	entrez gene/locuslink:IL-1RAcP(gene name synonym)|entrez gene/locuslink:6430709H04Rik(gene name synonym)|entrez gene/locuslink:AV239853(gene name synonym)|entrez gene/locuslink:AI255955(gene name synonym)	entrez gene/locuslink:Plpk(gene name synonym)|entrez gene/locuslink:Il1rak(gene name synonym)|entrez gene/locuslink:IRAK-1(gene name synonym)|entrez gene/locuslink:mPLK(gene name synonym)|entrez gene/locuslink:IRAK1-S(gene name synonym)|entrez gene/locuslink:IRAK(gene name synonym)|entrez gene/locuslink:AA408924(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lockett A (2008)"	pubmed:18562480	taxid:10090	taxid:10090	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(GRID)	GRID:328325	-
