RPC19	RPC40	4.30086159319852
CKA2	CKB2	4.28285980643966
CKA1	CKA2	4.27232458134614
TPS1	TPS2	4.26694557596447
NOP1	SIK1	4.26544753180681
ARP2	ARP3	4.26518506268043
RPT4	RPT6	4.257129410925
RPN11	RPN8	4.25598973260239
NUP2	SRP1	4.25571689173005
ADA2	GCN5	4.25475624868157
BCY1	TPK2	4.2534581004072
RPN5	RPN8	4.25292968517052
GCD1	GCD11	4.24782428326025
RVS161	RVS167	4.24390662921795
RPN12	RPN3	4.24164393986365
CKA1	CKB2	4.23815564202012
CKA1	CKB1	4.23763867456334
TIF34	TIF35	4.23690097481588
GCD2	GCD6	4.23093127195626
PRE1	PRE2	4.22650698044429
GCD1	GCN3	4.22438710760741
CDC11	SHS1	4.22244990816843
CKB1	CKB2	4.22110225266908
RSC6	RSC8	4.21709864893575
RPB5	RPO21	4.2160581373992
NPL4	UFD1	4.2146566995291
GCD6	GCN3	4.2123428147301
POB3	SPT16	4.20926330738657
MLC1	MYO2	4.20831492199176
PHO81	PHO85	4.20698736260944
TAF6	TAF9	4.20641548419515
CKA2	CKB1	4.20595674153687
PRP11	PRP21	4.20457948811986
SSZ1	ZUO1	4.2038295232225
DCP1	DCP2	4.2020366837216
PRE2	PRE3	4.2019572761019
CDC33	TIF4631	4.19865825732133
LSM2	LSM8	4.19680618401863
GLC7	SDS22	4.19613526867261
FIP1	PAP1	4.19456379393364
TRP2	TRP3	4.18656711362907
CDC55	PPH22	4.18632232472984
RPN12	RPN8	4.18450019657141
SAP155	SIT4	4.18376893734458
BCY1	TPK1	4.18260311129021
MSH2	MSH6	4.18158875306249
COR1	QCR2	4.18088453057
RPB11	RPO21	4.17910494593733
RPT1	RPT2	4.17892483959004
TPS2	TSL1	4.17860264616438
HPR1	RLR1	4.17767451176967
GCN3	SUI2	4.17714320637067
RPT2	RPT3	4.17482798192986
SMC1	SMC3	4.17461410092337
CDC48	NPL4	4.17456388314498
DPB2	POL2	4.17365322054563
GAL83	SNF4	4.17351788883901
RPO21	RPO26	4.17317239118973
MMS2	UBC13	4.17255031129578
RPB11	RPB3	4.16938338609006
RPN10	RPN12	4.16933602200007
RPT3	RPT5	4.16931605823087
HOS4	SIF2	4.16763225864409
TPS2	TPS3	4.16741842532329
CCR4	CDC39	4.16725131034741
PRP21	PRP9	4.16544773146213
ORC4	ORC5	4.16465799571788
NIP1	RPG1	4.16224213199921
SSK1	SSK2	4.16188449772257
SAP185	SIT4	4.16114545262599
MED6	SRB4	4.16054230986463
CDC10	CDC12	4.15899708025891
CDC10	CDC11	4.15881563043333
BMH1	BMH2	4.1581635836543
RPA12	RPA190	4.15679686436073
RPA135	RPA190	4.15636460573122
RPB4	RPB7	4.15601683848666
GCN5	SPT7	4.15565999338321
GCN5	NGG1	4.15502149155046
DPB4	POL2	4.15302386705598
MSI1	RLF2	4.15152984565277
KAP95	SRP1	4.15118507066815
RPB2	RPO21	4.15111265143794
HAT1	HAT2	4.15020968092113
RPN11	RPN5	4.14957831251801
SPC97	SPC98	4.14851421980795
GCD7	GCN3	4.1482186045264
STE11	STE50	4.14722477073708
RPN12	RPT1	4.14719264993362
RPN3	RPN7	4.14635057084125
CDC33	TIF4632	4.14509817299608
CDC55	TPD3	4.1447870493388
MCD1	SMC1	4.14223628985584
RPG1	TIF35	4.1421739306582
BRR2	PRP8	4.14196654515649
RPG1	TIF34	4.14165509637466
PRP3	PRP4	4.14100974832004
RPD3	SIN3	4.13994743900659
CPA1	CPA2	4.13975609058775
CCL1	TFB3	4.13962523989442
RNR2	RNR4	4.13950591500442
FIP1	YTH1	4.13914726983375
ADA2	NGG1	4.13876725736331
TFP1	VMA2	4.13806684661244
RNA14	RNA15	4.13771216497637
RPC34	RPC82	4.13751663628628
PRT1	TIF34	4.13714886003597
NIP1	TIF34	4.13655092114869
RPB3	RPO21	4.13629461297554
NOP1	NOP58	4.13401939553134
ISW2	ITC1	4.13254263988542
GCD2	GCD7	4.13187027247178
PAF1	RTF1	4.12979121570899
ELP2	ELP3	4.12939636653
SPT3	SPT7	4.12927123517115
CEG1	CET1	4.12923870975485
SPC97	TUB4	4.12699544384695
PRE2	PUP1	4.12676762084026
RPN5	RPN9	4.12587735979158
PRE9	SCL1	4.12485797496989
ORC2	ORC5	4.12397133653266
HAP3	HAP5	4.12278079502761
GCD1	GCD6	4.12173847398762
RAD23	RAD4	4.1216187625691
RPN1	RPN11	4.12147972388079
CCL1	KIN28	4.11896030013703
RPN1	RPT2	4.11860734120196
CDC55	PPH21	4.11843504977496
HCR1	RPG1	4.11700856928591
HYS2	POL32	4.11677375988989
CDC11	CDC12	4.11662782788817
TFC3	TFC6	4.11551989813898
NIP1	TIF35	4.11530257486369
GCD6	GCD7	4.11496604565829
DPB2	DPB4	4.11393951385264
DIS3	RRP4	4.11352110945105
CCR4	POP2	4.1134855612902
RPN3	RPT3	4.11321399819796
CAC2	RLF2	4.11293702714987
SPT7	SPT8	4.11150284317256
GCD2	GCN3	4.11150201877752
VPS29	VPS35	4.11135487712473
RGR1	SIN4	4.1108262938275
GAL11	SIN4	4.10951635003351
HPR1	SUB2	4.10908910263855
RPN1	RPN5	4.10877706275502
PFK1	PFK2	4.10860014775974
RRP4	RRP43	4.10777459728588
CDC10	SHS1	4.10775382566962
ISY1	SYF1	4.10643569568704
RPN1	RPN10	4.10500804958664
DSN1	MTW1	4.10377704167637
KAP95	NUP2	4.10369599604086
LSM1	PAT1	4.10365758117749
RPN8	RPT2	4.1036369054024
PRE7	PRE9	4.1028945790789
